날짜,측정소명,미세먼지,초미세먼지,오존,"이산화질소
NO2 (ppm)","일산화탄소
CO (ppm)","아황산가스
SO2(ppm)"
2019-09-12,중구,15,5,0.018,0.019,,0.002
2019-09-12,중랑구,6,4,0.024,0.008,0.5,0.005
2019-09-11,평균,9,5,0.036,0.012,0.4,0.003
2019-09-11,강남구,11,4,,,,
2019-09-11,강동구,4,3,0.039,0.01,0.3,0.003
2019-09-11,강북구,7,3,0.036,0.009,0.3,0.002
2019-09-11,강서구,8,5,0.036,0.015,0.3,0.003
2019-09-11,관악구,,,,,,
2019-09-11,광진구,6,9,0.036,0.012,0.5,0.004
2019-09-11,구로구,10,7,0.028,0.011,0.2,0.005
2019-09-11,금천구,7,5,0.031,0.015,0.3,0.003
2019-09-11,노원구,19,6,0.036,0.008,0.3,0.004
2019-09-11,도봉구,4,2,0.038,0.005,0.3,0.004
2019-09-11,동대문구,5,4,0.034,0.014,,0.004
2019-09-11,동작구,15,5,0.029,0.016,0.3,0.002
2019-09-11,마포구,5,5,0.036,0.008,0.4,0.003
2019-09-11,서대문구,9,6,0.049,0.004,0.6,0.002
2019-09-11,서초구,5,6,0.038,0.015,0.2,0.002
2019-09-11,성동구,8,3,0.049,0.01,0.3,0.003
2019-09-11,성북구,13,3,0.029,0.017,0.5,0.003
2019-09-11,송파구,8,3,0.033,0.016,0.4,0.002
2019-09-11,양천구,14,5,0.037,0.018,0.4,0.004
2019-09-11,영등포구,9,7,0.041,0.016,0.2,0.002
2019-09-11,용산구,20,21,0.049,0.014,0.4,0.003
2019-09-11,은평구,9,7,0.039,0.01,0.4,0.004
2019-09-11,종로구,7,4,0.029,0.013,0.4,0.003
2019-09-11,중구,7,5,0.032,0.02,,0.002
2019-09-11,중랑구,4,2,0.034,0.01,0.5,0.005
2019-09-10,평균,14,9,0.019,0.023,0.4,0.003
2019-09-10,강남구,18,10,,,,
2019-09-10,강동구,13,10,0.019,0.021,0.4,0.003
2019-09-10,강북구,18,10,0.024,0.012,0.3,0.002
2019-09-10,강서구,13,10,0.017,0.028,0.4,0.003
2019-09-10,관악구,,,,,,
2019-09-10,광진구,15,13,0.02,0.016,0.6,0.004
2019-09-10,구로구,14,8,0.009,0.032,0.3,0.005
2019-09-10,금천구,15,11,0.016,0.028,0.4,0.003
2019-09-10,노원구,16,8,0.018,0.016,0.3,0.003
2019-09-10,도봉구,9,5,0.02,0.013,0.4,0.004
2019-09-10,동대문구,10,9,0.015,0.026,,0.004
2019-09-10,동작구,27,11,0.015,0.03,0.4,0.002
2019-09-10,마포구,10,10,0.022,0.021,0.5,0.003
2019-09-10,서대문구,10,3,0.031,0.012,0.5,0.002
2019-09-10,서초구,12,11,0.019,0.032,0.3,0.002
2019-09-10,성동구,18,9,0.03,0.025,0.4,0.005
2019-09-10,성북구,21,8,0.018,0.022,0.6,0.003
2019-09-10,송파구,11,8,0.015,0.027,0.5,0.002
2019-09-10,양천구,17,11,0.017,0.033,0.4,0.004
2019-09-10,영등포구,10,10,0.02,0.018,0.2,0.001
2019-09-10,용산구,9,7,0.021,0.021,0.3,0.003
2019-09-10,은평구,15,13,0.025,0.018,0.5,0.004
2019-09-10,종로구,13,10,0.017,0.025,0.5,0.003
2019-09-10,중구,14,10,0.016,0.033,,0.002
2019-09-10,중랑구,11,8,0.019,0.014,0.4,0.006
2019-09-09,평균,37,25,0.016,0.026,0.6,0.004
2019-09-09,강남구,21,12,,,,
2019-09-09,강동구,33,26,0.018,0.023,0.5,0.003
2019-09-09,강북구,55,34,0.014,0.015,0.5,0.002
2019-09-09,강서구,41,30,0.018,0.031,0.6,0.004
2019-09-09,관악구,,,,,,
2019-09-09,광진구,40,26,0.016,0.022,0.7,0.004
2019-09-09,구로구,33,24,0.016,0.026,0.4,0.005
2019-09-09,금천구,16,21,0.013,0.027,0.4,0.003
2019-09-09,노원구,49,38,0.01,0.021,0.6,0.004
2019-09-09,도봉구,29,19,0.019,0.015,0.5,0.004
2019-09-09,동대문구,31,25,0.015,0.028,,0.004
2019-09-09,동작구,60,26,0.013,0.032,0.5,0.003
2019-09-09,마포구,35,26,0.02,0.018,0.7,0.004
2019-09-09,서대문구,31,15,0.019,0.019,0.7,0.003
2019-09-09,서초구,32,24,0.018,0.033,0.5,0.003
2019-09-09,성동구,39,23,0.027,0.029,0.6,0.004
2019-09-09,성북구,36,20,0.015,0.027,0.8,0.003
2019-09-09,송파구,31,20,0.013,0.032,0.6,0.003
2019-09-09,양천구,43,28,0.021,0.033,0.6,0.004
2019-09-09,영등포구,45,33,0.02,0.035,0.5,0.003
2019-09-09,용산구,42,35,0.01,0.03,0.6,0.003
2019-09-09,은평구,35,,0.019,0.016,0.7,0.004
2019-09-09,종로구,33,25,0.014,0.031,0.6,0.003
2019-09-09,중구,35,24,0.012,0.038,,0.003
2019-09-09,중랑구,32,22,0.018,0.015,0.5,0.006
2019-09-08,평균,36,22,0.033,0.015,0.5,0.004
2019-09-08,강남구,,,,,,
2019-09-08,강동구,31,23,0.037,0.016,0.5,0.003
2019-09-08,강북구,45,27,0.031,0.011,0.4,0.002
2019-09-08,강서구,41,28,0.035,0.015,0.5,0.004
2019-09-08,관악구,,,,,,
2019-09-08,광진구,38,25,0.034,0.016,0.7,0.004
2019-09-08,구로구,32,22,0.026,0.013,0.3,0.006
2019-09-08,금천구,,22,0.028,0.016,,0.004
2019-09-08,노원구,31,18,0.027,0.012,0.4,0.004
2019-09-08,도봉구,32,18,0.037,0.008,0.5,0.005
2019-09-08,동대문구,30,22,0.034,0.014,0.6,0.004
2019-09-08,동작구,56,24,0.03,0.015,0.4,0.003
2019-09-08,마포구,32,19,0.033,0.014,0.5,0.004
2019-09-08,서대문구,37,16,0.035,0.01,0.7,0.003
2019-09-08,서초구,32,29,0.041,0.016,0.4,0.003
2019-09-08,성동구,38,19,0.037,0.019,0.5,0.003
2019-09-08,성북구,42,19,0.034,0.017,0.7,0.003
2019-09-08,송파구,28,18,0.032,0.019,0.5,0.003
2019-09-08,양천구,41,25,0.039,0.016,0.5,0.005
2019-09-08,영등포구,35,23,0.035,0.021,0.3,0.004
2019-09-08,용산구,31,24,0.03,0.02,0.5,0.004
2019-09-08,은평구,40,26,0.038,0.015,0.6,0.004
2019-09-08,종로구,33,22,0.029,0.016,0.5,0.003
2019-09-08,중구,34,21,0.035,0.016,,0.003
2019-09-08,중랑구,31,20,0.031,0.014,0.5,0.005
2019-09-07,평균,14,6,0.018,0.007,0.3,0.003
2019-09-07,강남구,,,,,,
2019-09-07,강동구,11,5,0.022,0.005,0.2,0.003
2019-09-07,강북구,16,5,0.016,0.007,0.2,0.002
2019-09-07,강서구,12,5,0.018,0.007,0.2,0.003
2019-09-07,관악구,,,,,,
2019-09-07,광진구,18,10,0.02,0.008,0.4,0.003
2019-09-07,구로구,15,6,0.012,0.012,0.2,0.005
2019-09-07,금천구,13,5,0.016,0.007,0.2,0.003
2019-09-07,노원구,13,6,0.018,0.005,0.2,0.003
2019-09-07,도봉구,11,3,0.019,0.004,0.3,0.004
2019-09-07,동대문구,10,5,0.016,0.008,0.4,0.004
2019-09-07,동작구,23,6,0.017,0.008,0.2,0.002
2019-09-07,마포구,12,6,0.021,0.002,0.4,0.004
2019-09-07,서대문구,14,5,0.013,0.003,0.5,0.002
2019-09-07,서초구,12,12,0.023,0.008,0.1,0.002
2019-09-07,성동구,14,2,0.021,0.006,0.2,0.003
2019-09-07,성북구,17,3,0.016,0.011,0.5,0.003
2019-09-07,송파구,13,3,0.02,0.006,0.3,0.002
2019-09-07,양천구,15,5,0.02,0.009,0.2,0.004
2019-09-07,영등포구,17,8,0.019,0.011,0.2,0.003
2019-09-07,용산구,9,4,0.019,0.008,0.2,0.003
2019-09-07,은평구,16,9,0.022,0.006,0.4,0.004
2019-09-07,종로구,13,6,0.016,0.008,0.3,0.003
2019-09-07,중구,12,5,0.015,0.013,,0.003
2019-09-07,중랑구,8,4,0.018,0.006,0.3,0.005
2019-09-06,평균,15,9,0.011,0.02,0.4,0.004
2019-09-06,강남구,,,,,,
2019-09-06,강동구,13,8,0.012,0.018,0.3,0.003
2019-09-06,강북구,22,9,0.011,0.011,0.3,0.002
2019-09-06,강서구,16,11,0.008,0.025,0.5,0.003
2019-09-06,관악구,,,,,,
2019-09-06,광진구,16,11,0.01,0.016,0.5,0.004
2019-09-06,구로구,15,9,0.012,0.021,0.3,0.005
2019-09-06,금천구,16,10,0.009,0.022,0.4,0.003
2019-09-06,노원구,18,10,0.008,0.017,0.4,0.004
2019-09-06,도봉구,12,6,0.01,0.01,0.4,0.004
2019-09-06,동대문구,11,9,0.009,0.022,0.5,0.004
2019-09-06,동작구,27,11,0.011,0.026,0.4,0.003
2019-09-06,마포구,12,10,0.014,0.014,0.5,0.004
2019-09-06,서대문구,11,3,0.015,0.008,0.5,0.002
2019-09-06,서초구,12,10,0.013,0.026,0.3,0.003
2019-09-06,성동구,17,5,0.012,0.021,0.3,0.006
2019-09-06,성북구,14,4,0.009,0.019,0.6,0.003
2019-09-06,송파구,14,6,0.009,0.025,0.4,0.003
2019-09-06,양천구,18,11,0.009,0.028,0.4,0.004
2019-09-06,영등포구,18,10,0.01,0.033,0.4,0.003
2019-09-06,용산구,11,8,0.009,0.022,0.3,0.003
2019-09-06,은평구,16,11,0.014,0.016,0.5,0.004
2019-09-06,종로구,14,9,0.009,0.022,0.5,0.003
2019-09-06,중구,15,9,0.009,0.027,,0.003
2019-09-06,중랑구,11,7,0.01,0.013,0.3,0.005
2019-09-05,평균,9,5,0.008,0.021,0.4,0.003
2019-09-05,강남구,,,,,,
2019-09-05,강동구,8,5,0.01,0.02,0.4,0.003
2019-09-05,강북구,13,4,0.01,0.013,0.3,0.002
2019-09-05,강서구,9,6,0.005,0.026,0.4,0.003
2019-09-05,관악구,,,,,,
2019-09-05,광진구,11,9,0.007,0.018,0.5,0.003
2019-09-05,구로구,8,3,0.008,0.021,0.3,0.005
2019-09-05,금천구,12,8,0.006,0.019,0.3,0.003
2019-09-05,노원구,15,7,0.004,0.021,0.4,0.003
2019-09-05,도봉구,7,2,0.007,0.012,0.4,0.004
2019-09-05,동대문구,6,5,0.006,0.022,0.4,0.004
2019-09-05,동작구,11,5,0.008,0.022,0.3,0.002
2019-09-05,마포구,8,6,0.01,0.015,0.5,0.004
2019-09-05,서대문구,7,2,0.013,0.009,0.5,0.002
2019-09-05,서초구,6,6,0.013,0.025,0.3,0.002
2019-09-05,성동구,11,4,0.008,0.024,0.3,0.005
2019-09-05,성북구,13,3,0.006,0.021,0.6,0.003
2019-09-05,송파구,7,4,0.006,0.024,0.4,0.002
2019-09-05,양천구,12,6,0.006,0.028,0.4,0.004
2019-09-05,영등포구,11,7,0.006,0.032,0.3,0.002
2019-09-05,용산구,6,4,0.006,0.024,0.3,0.003
2019-09-05,은평구,11,9,0.013,0.015,0.4,0.004
2019-09-05,종로구,8,5,0.007,0.022,0.5,0.003
2019-09-05,중구,10,6,0.006,0.027,,0.003
2019-09-05,중랑구,4,3,0.008,0.012,0.3,0.005
2019-09-04,평균,8,5,0.017,0.02,0.4,0.003
2019-09-04,강남구,,,,,,
2019-09-04,강동구,8,4,0.022,0.017,0.4,0.003
2019-09-04,강북구,10,3,0.016,0.011,0.3,0.002
2019-09-04,강서구,8,5,0.014,0.026,0.4,0.003
2019-09-04,관악구,,,,,,
2019-09-04,광진구,11,8,0.017,0.017,0.5,0.003
2019-09-04,구로구,7,3,0.015,0.02,0.3,0.005
2019-09-04,금천구,9,5,0.013,0.02,0.3,0.003
2019-09-04,노원구,10,5,0.015,0.018,0.3,0.003
2019-09-04,도봉구,6,2,0.016,0.013,0.4,0.004
2019-09-04,동대문구,5,3,0.015,0.023,0.3,0.004
2019-09-04,동작구,13,4,0.013,0.024,0.4,0.002
2019-09-04,마포구,7,5,0.019,0.014,0.4,0.003
2019-09-04,서대문구,6,1,0.035,0.001,0.4,0.002
2019-09-04,서초구,8,6,0.022,0.026,0.3,0.002
2019-09-04,성동구,12,3,0.023,0.019,0.3,0.005
2019-09-04,성북구,10,3,0.019,0.021,0.5,0.003
2019-09-04,송파구,7,4,0.014,0.025,0.4,0.002
2019-09-04,양천구,11,6,0.013,0.029,0.4,0.004
2019-09-04,영등포구,11,11,0.015,0.031,0.4,0.002
2019-09-04,용산구,5,3,0.016,0.023,0.4,0.003
2019-09-04,은평구,10,8,0.023,0.015,0.5,0.004
2019-09-04,종로구,8,5,0.014,0.022,0.5,0.003
2019-09-04,중구,8,5,0.015,0.027,,0.002
2019-09-04,중랑구,5,3,0.017,0.015,0.3,0.006
2019-09-03,평균,22,13,0.02,0.023,0.4,0.003
2019-09-03,강남구,,,,,,
2019-09-03,강동구,18,12,0.027,0.018,0.4,0.003
2019-09-03,강북구,28,13,0.019,0.016,0.4,0.002
2019-09-03,강서구,25,16,0.022,0.025,0.4,0.003
2019-09-03,관악구,,,,,,
2019-09-03,광진구,23,15,0.021,0.019,0.5,0.003
2019-09-03,구로구,25,17,0.017,0.02,0.3,0.005
2019-09-03,금천구,20,14,0.019,0.021,0.4,0.003
2019-09-03,노원구,21,14,0.021,0.018,0.4,0.004
2019-09-03,도봉구,16,9,0.023,0.014,0.4,0.004
2019-09-03,동대문구,17,12,0.019,0.024,0.3,0.004
2019-09-03,동작구,29,15,0.017,0.027,0.4,0.003
2019-09-03,마포구,20,11,0.021,0.017,0.4,0.004
2019-09-03,서대문구,18,7,0.021,0.017,0.6,0.002
2019-09-03,서초구,22,14,0.027,0.026,0.3,0.003
2019-09-03,성동구,24,10,0.024,0.022,0.4,0.004
2019-09-03,성북구,16,9,0.019,0.024,0.6,0.003
2019-09-03,송파구,18,9,0.017,0.027,0.5,0.002
2019-09-03,양천구,26,16,0.02,0.03,0.4,0.004
2019-09-03,영등포구,28,16,0.014,0.038,0.4,0.003
2019-09-03,용산구,22,17,0.012,0.032,0.4,0.003
2019-09-03,은평구,21,14,0.027,0.021,0.5,0.004
2019-09-03,종로구,21,13,0.015,0.026,0.5,0.003
2019-09-03,중구,20,13,0.017,0.033,,0.003
2019-09-03,중랑구,17,11,0.023,0.014,0.3,0.006
2019-09-02,평균,26,14,0.025,0.027,0.5,0.004
2019-09-02,강남구,,,,,,
2019-09-02,강동구,28,16,0.03,0.025,0.4,0.003
2019-09-02,강북구,36,16,0.029,0.013,0.4,0.002
2019-09-02,강서구,30,18,0.028,0.027,0.5,0.005
2019-09-02,관악구,,,0.01,0.031,0.4,0.004
2019-09-02,광진구,29,16,0.025,0.027,0.6,0.003
2019-09-02,구로구,26,13,0.018,0.027,0.4,0.005
2019-09-02,금천구,25,16,0.023,0.029,0.5,0.003
2019-09-02,노원구,25,16,0.029,0.019,0.4,0.003
2019-09-02,도봉구,20,10,0.032,0.015,0.4,0.004
2019-09-02,동대문구,26,15,0.026,0.028,0.4,0.005
2019-09-02,동작구,29,18,0.019,0.031,0.5,0.003
2019-09-02,마포구,25,12,0.026,0.02,0.5,0.004
2019-09-02,서대문구,23,9,0.031,0.018,0.7,0.003
2019-09-02,서초구,28,16,0.035,0.036,0.4,0.003
2019-09-02,성동구,26,10,0.008,0.037,0.6,0.003
2019-09-02,성북구,21,12,0.026,0.027,0.6,0.003
2019-09-02,송파구,24,13,0.023,0.038,0.5,0.003
2019-09-02,양천구,30,17,0.029,0.03,0.5,0.004
2019-09-02,영등포구,24,15,0.02,0.036,0.4,0.003
2019-09-02,용산구,20,15,0.027,0.031,0.4,0.003
2019-09-02,은평구,25,15,0.036,0.022,0.5,0.004
2019-09-02,종로구,25,16,0.022,0.029,0.5,0.003
2019-09-02,중구,25,14,0.031,0.03,,0.003
2019-09-02,중랑구,23,13,0.028,0.018,0.4,0.006
2019-09-01,평균,20,12,0.029,0.019,0.5,0.004
2019-09-01,강남구,,,,,,
2019-09-01,강동구,23,15,0.034,0.02,0.5,0.003
2019-09-01,강북구,25,12,0.026,0.01,0.4,0.002
2019-09-01,강서구,20,14,0.031,0.021,0.5,0.003
2019-09-01,관악구,,,0.029,0.023,0.4,0.004
2019-09-01,광진구,25,16,0.029,0.021,0.6,0.004
2019-09-01,구로구,20,10,0.021,0.021,0.4,0.005
2019-09-01,금천구,16,11,0.02,0.018,0.4,0.003
2019-09-01,노원구,19,14,0.026,0.013,0.4,0.004
2019-09-01,도봉구,15,9,0.033,0.01,0.4,0.004
2019-09-01,동대문구,18,13,0.029,0.02,0.3,0.004
2019-09-01,동작구,22,14,0.027,0.018,0.4,0.003
2019-09-01,마포구,22,12,0.027,0.016,0.5,0.004
2019-09-01,서대문구,20,8,0.031,0.013,0.7,0.003
2019-09-01,서초구,18,14,0.039,0.022,0.4,0.003
2019-09-01,성동구,21,11,0.034,0.022,0.5,0.003
2019-09-01,성북구,20,12,0.029,0.021,0.6,0.003
2019-09-01,송파구,17,11,0.029,0.025,0.5,0.003
2019-09-01,양천구,24,13,0.029,0.024,0.5,0.004
2019-09-01,영등포구,21,14,0.03,0.029,0.4,0.003
2019-09-01,용산구,15,12,0.026,0.021,0.4,0.003
2019-09-01,은평구,21,15,0.036,0.015,0.5,0.004
2019-09-01,종로구,19,13,0.024,0.02,0.5,0.003
2019-09-01,중구,18,12,0.029,0.024,,0.003
2019-09-01,중랑구,16,12,0.03,0.014,0.4,0.006
2019-08-31,평균,18,10,0.031,0.018,0.4,0.004
2019-08-31,강남구,,,,,,
2019-08-31,강동구,20,12,0.038,0.022,0.4,0.003
2019-08-31,강북구,23,10,0.028,0.01,0.4,0.002
2019-08-31,강서구,18,11,0.035,0.016,0.4,0.004
2019-08-31,관악구,,,0.024,0.017,0.3,0.004
2019-08-31,광진구,24,15,0.031,0.021,0.6,0.004
2019-08-31,구로구,18,7,0.02,0.018,0.3,0.005
2019-08-31,금천구,17,10,0.025,0.02,0.4,0.003
2019-08-31,노원구,18,12,0.023,0.016,0.4,0.004
2019-08-31,도봉구,12,6,0.039,0.007,0.4,0.004
2019-08-31,동대문구,13,10,0.035,0.016,0.3,0.004
2019-08-31,동작구,20,11,0.029,0.016,0.3,0.003
2019-08-31,마포구,17,9,0.032,0.013,0.4,0.004
2019-08-31,서대문구,17,5,0.033,0.012,0.7,0.003
2019-08-31,서초구,17,11,0.041,0.02,0.3,0.003
2019-08-31,성동구,24,10,0.032,0.029,0.4,0.003
2019-08-31,성북구,15,9,0.03,0.02,0.6,0.003
2019-08-31,송파구,18,10,0.03,0.025,0.5,0.003
2019-08-31,양천구,20,12,0.034,0.019,0.4,0.004
2019-08-31,영등포구,21,11,0.033,0.025,0.3,0.004
2019-08-31,용산구,15,10,0.029,0.024,0.4,0.003
2019-08-31,은평구,20,13,0.036,0.015,0.5,0.004
2019-08-31,종로구,19,11,0.027,0.019,0.4,0.003
2019-08-31,중구,18,9,0.034,0.019,,0.003
2019-08-31,중랑구,13,9,0.033,0.014,0.4,0.006
2019-08-30,평균,19,9,0.029,0.018,0.4,0.004
2019-08-30,강남구,20,10,0.022,0.016,0.4,0.006
2019-08-30,강동구,,,0.049,0.015,0.4,0.005
2019-08-30,강북구,27,9,0.028,0.009,0.3,0.002
2019-08-30,강서구,23,10,0.034,0.016,0.3,0.004
2019-08-30,관악구,18,7,0.03,0.016,0.3,0.004
2019-08-30,광진구,22,14,0.029,0.02,0.6,0.003
2019-08-30,구로구,19,9,0.015,0.022,0.3,0.005
2019-08-30,금천구,16,9,0.023,0.02,0.3,0.003
2019-08-30,노원구,16,10,0.03,0.011,0.4,0.004
2019-08-30,도봉구,15,7,0.029,0.008,0.3,0.004
2019-08-30,동대문구,17,10,0.027,0.018,0.3,0.004
2019-08-30,동작구,21,11,0.024,0.016,0.3,0.003
2019-08-30,마포구,17,9,0.031,0.012,0.3,0.004
2019-08-30,서대문구,18,6,0.032,0.012,0.6,0.003
2019-08-30,서초구,16,10,0.036,0.02,0.3,0.003
2019-08-30,성동구,22,11,0.017,0.031,0.5,0.003
2019-08-30,성북구,22,8,0.022,0.025,0.6,0.003
2019-08-30,송파구,17,9,0.025,0.024,0.4,0.003
2019-08-30,양천구,22,10,0.033,0.018,0.4,0.004
2019-08-30,영등포구,18,10,0.031,0.024,0.3,0.003
2019-08-30,용산구,12,7,0.031,0.022,0.3,0.003
2019-08-30,은평구,21,12,0.034,0.016,0.5,0.004
2019-08-30,종로구,19,11,0.024,0.02,0.4,0.003
2019-08-30,중구,19,9,0.03,0.02,,0.003
2019-08-30,중랑구,15,9,0.029,0.015,0.4,0.006
2019-08-29,평균,28,20,0.035,0.021,0.5,0.004
2019-08-29,강남구,31,18,0.026,0.018,0.5,0.006
2019-08-29,강동구,,23,0.027,0.017,0.4,0.003
2019-08-29,강북구,36,24,0.024,0.017,0.5,0.002
2019-08-29,강서구,31,22,0.044,0.018,0.5,0.004
2019-08-29,관악구,26,17,0.044,0.015,0.4,0.004
2019-08-29,광진구,34,23,0.033,0.023,0.7,0.003
2019-08-29,구로구,22,15,0.027,0.012,0.3,0.006
2019-08-29,금천구,27,20,0.032,0.02,0.5,0.003
2019-08-29,노원구,30,23,0.029,0.021,0.5,0.004
2019-08-29,도봉구,23,16,0.033,0.016,0.5,0.005
2019-08-29,동대문구,23,20,0.034,0.022,0.4,0.004
2019-08-29,동작구,32,24,0.033,0.018,0.4,0.003
2019-08-29,마포구,27,19,0.041,0.013,0.5,0.004
2019-08-29,서대문구,28,15,0.043,0.013,0.8,0.003
2019-08-29,서초구,27,20,0.044,0.024,0.4,0.003
2019-08-29,성동구,29,18,0.037,0.027,0.5,0.003
2019-08-29,성북구,30,16,0.032,0.029,0.7,0.003
2019-08-29,송파구,27,18,0.028,0.025,0.5,0.003
2019-08-29,양천구,33,22,0.04,0.022,0.5,0.004
2019-08-29,영등포구,32,21,0.043,0.026,0.5,0.003
2019-08-29,용산구,24,21,0.034,0.027,0.5,0.003
2019-08-29,은평구,32,22,0.042,0.021,0.6,0.004
2019-08-29,종로구,27,21,0.027,0.026,0.6,0.004
2019-08-29,중구,27,20,0.032,0.033,,0.003
2019-08-29,중랑구,24,18,0.036,0.016,0.4,0.006
2019-08-28,평균,29,19,0.039,0.02,0.5,0.004
2019-08-28,강남구,31,19,0.032,0.017,0.4,0.006
2019-08-28,강동구,24,23,0.031,0.025,0.5,0.004
2019-08-28,강북구,39,21,0.037,0.011,0.4,0.002
2019-08-28,강서구,29,20,0.046,0.016,0.4,0.004
2019-08-28,관악구,28,15,0.041,0.019,0.4,0.005
2019-08-28,광진구,38,25,0.035,0.024,0.7,0.004
2019-08-28,구로구,20,10,0.029,0.011,0.3,0.005
2019-08-28,금천구,24,17,0.031,0.022,0.5,0.004
2019-08-28,노원구,33,24,0.035,0.019,0.5,0.004
2019-08-28,도봉구,25,15,0.045,0.011,0.4,0.005
2019-08-28,동대문구,24,20,0.045,0.017,0.4,0.004
2019-08-28,동작구,34,21,0.036,0.017,0.4,0.003
2019-08-28,마포구,27,17,0.04,0.013,0.5,0.004
2019-08-28,서대문구,30,14,0.043,0.014,0.8,0.003
2019-08-28,서초구,27,19,0.049,0.021,0.4,0.003
2019-08-28,성동구,35,18,0.041,0.028,0.5,0.003
2019-08-28,성북구,24,14,0.041,0.022,0.6,0.003
2019-08-28,송파구,27,18,0.037,0.026,0.5,0.003
2019-08-28,양천구,31,20,0.043,0.02,0.4,0.005
2019-08-28,영등포구,29,21,0.042,0.026,0.4,0.003
2019-08-28,용산구,27,21,0.038,0.029,0.5,0.004
2019-08-28,은평구,30,21,0.046,0.017,0.6,0.004
2019-08-28,종로구,29,21,0.032,0.022,0.5,0.003
2019-08-28,중구,26,18,0.045,0.02,,0.003
2019-08-28,중랑구,29,20,0.031,0.021,0.4,0.006
2019-08-27,평균,26,18,0.037,0.023,0.5,0.004
2019-08-27,강남구,28,18,0.028,0.023,0.4,0.006
2019-08-27,강동구,18,19,0.034,0.023,0.5,0.003
2019-08-27,강북구,41,21,0.034,0.014,0.4,0.002
2019-08-27,강서구,29,21,0.037,0.021,,0.003
2019-08-27,관악구,25,15,0.044,0.022,0.4,0.004
2019-08-27,광진구,30,21,0.036,0.024,0.7,0.003
2019-08-27,구로구,23,16,0.033,0.019,0.3,0.005
2019-08-27,금천구,27,21,0.032,0.026,0.5,0.003
2019-08-27,노원구,26,21,0.032,0.017,0.5,0.004
2019-08-27,도봉구,21,13,0.043,0.012,0.4,0.005
2019-08-27,동대문구,24,19,0.04,0.024,0.4,0.004
2019-08-27,동작구,32,22,0.037,0.021,0.4,0.003
2019-08-27,마포구,25,18,0.04,0.015,0.5,0.004
2019-08-27,서대문구,24,14,0.044,0.015,0.7,0.003
2019-08-27,서초구,24,19,0.05,0.028,0.4,0.003
2019-08-27,성동구,27,15,0.039,0.034,0.5,0.003
2019-08-27,성북구,32,13,0.035,0.026,0.7,0.003
2019-08-27,송파구,24,18,0.035,0.033,0.5,0.003
2019-08-27,양천구,29,19,0.031,0.021,0.5,0.004
2019-08-27,영등포구,26,19,0.044,0.032,0.4,0.003
2019-08-27,용산구,24,18,0.031,0.028,0.5,0.003
2019-08-27,은평구,26,20,0.047,0.018,0.5,0.004
2019-08-27,종로구,25,19,0.031,0.025,0.5,0.003
2019-08-27,중구,26,18,0.042,0.027,,0.003
2019-08-27,중랑구,24,18,0.026,0.016,0.4,0.005
2019-08-26,평균,26,16,0.036,0.021,0.5,0.004
2019-08-26,강남구,30,16,0.03,0.019,0.4,0.005
2019-08-26,강동구,19,19,0.03,0.025,0.5,0.003
2019-08-26,강북구,26,15,0.019,0.009,0.4,0.002
2019-08-26,강서구,28,19,0.045,0.02,0.4,0.004
2019-08-26,관악구,20,12,,0.015,0.4,0.005
2019-08-26,광진구,33,20,0.035,0.024,0.7,0.003
2019-08-26,구로구,24,14,0.031,0.017,0.3,0.006
2019-08-26,금천구,25,17,0.035,0.022,0.5,0.003
2019-08-26,노원구,22,16,0.02,0.018,0.5,0.004
2019-08-26,도봉구,21,12,0.04,0.013,0.5,0.005
2019-08-26,동대문구,25,17,0.035,0.022,0.4,0.004
2019-08-26,동작구,30,19,0.038,0.018,0.4,0.003
2019-08-26,마포구,26,16,0.043,0.013,0.5,0.004
2019-08-26,서대문구,27,13,0.039,0.017,0.8,0.003
2019-08-26,서초구,27,17,0.053,0.022,0.4,0.004
2019-08-26,성동구,23,11,0.02,0.025,0.5,0.003
2019-08-26,성북구,24,,0.027,0.023,0.7,0.003
2019-08-26,송파구,26,15,0.039,0.029,0.5,0.003
2019-08-26,양천구,30,18,0.035,0.02,0.5,0.005
2019-08-26,영등포구,26,18,0.046,0.026,0.4,0.003
2019-08-26,용산구,28,18,0.047,0.025,0.5,0.003
2019-08-26,은평구,28,20,0.044,0.02,0.6,0.004
2019-08-26,종로구,25,17,0.032,0.023,0.6,0.003
2019-08-26,중구,26,16,0.04,0.029,,0.003
2019-08-26,중랑구,22,15,0.033,0.019,0.4,0.006
2019-08-25,평균,20,12,0.032,0.016,0.4,0.004
2019-08-25,강남구,21,12,0.028,0.013,0.4,0.005
2019-08-25,강동구,15,14,0.03,0.018,0.5,0.003
2019-08-25,강북구,24,13,0.029,0.01,0.4,0.002
2019-08-25,강서구,21,13,0.041,0.013,0.4,0.004
2019-08-25,관악구,18,8,0.03,0.013,0.3,0.004
2019-08-25,광진구,27,17,0.034,0.018,0.7,0.003
2019-08-25,구로구,16,8,0.021,0.017,0.3,0.005
2019-08-25,금천구,18,11,0.03,0.016,0.4,0.003
2019-08-25,노원구,20,13,0.014,0.016,0.5,0.004
2019-08-25,도봉구,18,10,0.033,0.01,0.5,0.005
2019-08-25,동대문구,17,13,0.034,0.017,0.4,0.004
2019-08-25,동작구,25,13,0.032,0.013,0.4,0.003
2019-08-25,마포구,19,11,0.034,0.013,0.5,0.004
2019-08-25,서대문구,22,10,0.034,0.013,0.7,0.003
